Date,Price,Strong_Verdict,Trade_Allowed,Raw_Verdict,Signals_Agree,Trend_OK,ATR,Signal_Confidence,CE_Score,CE_Confidence,TTS_Score,Final_Score,SIV_Signal,Risk_Penalty,Final_Verdict,Market_Reality,Correct
11/22/2019,108.62,False,False,BUY,False,True,0.4708230205371428,0.1490499996191728,0.2381,0.56,-0.05999999923834561,0.08969501,PARTIAL,0.2,HOLD,BULLISH,False
11/25/2019,108.933,,,,,,0.45577995113218905,,-0.2271,,-0.05999999884676307,0.0,PARTIAL,,SKIP,BULLISH,
11/26/2019,109.051,,,,,,0.44407595764789654,,-0.0512,,-0.059999997731191045,0.0,PARTIAL,,SKIP,BULLISH,
11/27/2019,109.531,True,False,BUY,True,True,0.4648658299615096,0.164001261960258,0.0552,0.76,0.272802523920516,0.1470272,COHERENT,0.0,HOLD,BEARISH,False
11/28/2019,109.513,,,,,,0.4359503859666423,,0.0486,,0.023372495161400532,0.0,COHERENT,,SKIP,BEARISH,
11/29/2019,109.48,False,False,BUY,True,True,0.41782366783775626,0.0889810376431033,0.1465,1.0,0.031462075286206634,0.10093749999999999,PARTIAL,0.2,HOLD,BEARISH,False
12/02/2019,109.057,,,,,,0.4737138454593892,,-0.1841,,0.05999999803625582,0.0,PARTIAL,,SKIP,BEARISH,
12/03/2019,108.635,True,True,SELL,True,True,0.5114853327314695,0.309,-0.318,0.2,-0.3,-0.30738,COHERENT,0.0,SELL,NEUTRAL,False
12/04/2019,108.858,,,,,,0.5183539550339387,,-0.2629,,-0.05999999807209866,0.0,PARTIAL,,SKIP,NEUTRAL,
12/05/2019,108.748,False,False,SELL,True,True,0.49964009436274687,0.06994999937345378,-0.0799,0.56,-0.059999998746907576,-0.06679279,PARTIAL,0.2,HOLD,NEUTRAL,True
12/06/2019,108.55,False,False,SELL,True,True,0.5020880817810474,0.09839999957158216,-0.1368,0.56,-0.05999999914316431,-0.09479328000000001,PARTIAL,0.2,HOLD,NEUTRAL,True
12/09/2019,108.577,,,,,,0.47247633754357454,,0.151,,-0.05999999924872106,0.0,PARTIAL,,SKIP,BULLISH,
12/10/2019,108.798,,,,,,0.45334615920443044,,0.1971,,-0.05999999912932036,0.0,PARTIAL,,SKIP,BULLISH,
12/11/2019,108.545,,,,,,0.4471666713105059,,-0.6445,,-0.05999999920629559,0.0,PARTIAL,,SKIP,BULLISH,
12/12/2019,109.486,,,,,,0.5420777818024374,,-0.3735,,-0.05999999638786181,0.0,PARTIAL,,SKIP,NEUTRAL,
12/13/2019,109.41,False,False,BUY,False,True,0.541400744228778,0.16455,-0.0291,0.48,0.3,0.13055336999999997,PARTIAL,0.2,HOLD,NEUTRAL,True
12/16/2019,109.6,,,,,,0.5166806449982755,,0.3154,,0.051786981187511696,0.0,PARTIAL,,SKIP,NEUTRAL,
12/17/2019,109.504,False,False,BUY,True,True,0.4776565589985059,0.08544999946362414,0.1109,0.84,0.05999999892724828,0.08610970999999999,PARTIAL,0.2,HOLD,NEUTRAL,True
12/18/2019,109.576,,,,,,0.4483690177987046,,0.0287,,0.059999999041664503,0.0,COHERENT,,SKIP,NEUTRAL,
12/19/2019,109.377,False,False,BUY,True,True,0.4599198154255435,0.12459999939512412,0.1892,1.0,0.05999999879024824,0.13678099999999999,PARTIAL,0.2,HOLD,NEUTRAL,True
12/20/2019,109.43,False,False,BUY,True,True,0.43806384003547005,0.11629999926642515,0.1726,1.0,0.059999998532850284,0.12653049999999996,PARTIAL,0.2,HOLD,NEUTRAL,True
12/23/2019,109.397,True,False,BUY,True,True,0.41005532803073996,0.19314999899229088,0.3263,0.52,0.059999997984581784,0.18501041,PARTIAL,0.2,HOLD,NEUTRAL,True
12/24/2019,109.374,True,True,BUY,True,True,0.3755146176266408,0.21209999835883556,0.3642,0.6,0.0599999967176711,0.2101647,PARTIAL,0.2,BUY,NEUTRAL,False
12/25/2019,109.38,,,,,,0.35877933527642203,,0.2611,,0.059999993311882355,0.0,PARTIAL,,SKIP,BEARISH,
12/26/2019,109.569,,,,,,0.35814209057289903,,0.0071,,0.05999999544643711,0.0,COHERENT,,SKIP,BEARISH,
12/27/2019,109.41,True,False,BUY,True,True,0.341456478496513,0.14469999115851637,0.2294,0.68,0.05999998231703273,0.14615522,PARTIAL,0.2,HOLD,BEARISH,False
12/30/2019,108.87,,,,,,0.39206228136364507,,0.2345,,-0.3,0.0,PARTIAL,,SKIP,NEUTRAL,
12/31/2019,108.69,,,,,,0.39845397718182546,,0.3353,,-0.0599999992153098,0.0,PARTIAL,,SKIP,NEUTRAL,
